Country,Country code,State,State code,State type,Year,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Hydro,%,0.01,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Solar,%,0.32,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Bioenergy,GWh,143.78,64.81,82.07
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Coal,GWh,57364.11,3303.97,6.11
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Hydro,GWh,8.24,-5.92,-41.81
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Solar,GWh,183.25,12.03,7.03
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Total,Total Generation,GWh,57699.38,3374.89,6.21
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Clean,%,42.07,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Fossil,%,47038.57,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,33.27,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Renewables,%,42.07,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Wind and Solar,%,8.8,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Clean,ktCO2,42.07,15.35,57.45
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Fossil,ktCO2,47038.57,2709.25,6.11
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,33.27,14.77,79.84
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Renewables,ktCO2,42.07,15.35,57.45
India,IND,Bihar,BR,state,2023,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,8.8,0.58,7.06
India,IND,Bihar,BR,state,2023,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,815.96,-0.54,-0.07
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Bioenergy,%,33.07,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Coal,%,47038.57,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Hydro,%,0.2,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Solar,%,8.8,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Bioenergy,ktCO2,33.07,14.91,82.1
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Coal,ktCO2,47038.57,2709.25,6.11
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Hydro,ktCO2,0.2,-0.14,-41.18
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Solar,ktCO2,8.8,0.58,7.06
India,IND,Bihar,BR,state,2023,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2023,Power sector emissions,Total,Total emissions,ktCO2,47080.64,2724.6,6.14
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,Clean,MW,527.96,107.7,25.63
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,Fossil,MW,9060.0,0.0,0.0
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,210.92,14.2,7.22
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,Renewables,MW,527.96,107.7,25.63
India,IND,Bihar,BR,state,2024,Capacity,Aggregate fuel,Wind and Solar,MW,317.04,93.5,41.83
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Bioenergy,MW,140.22,14.2,11.27
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Coal,MW,9060.0,0.0,0.0
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Hydro,MW,70.7,0.0,0.0
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Other Renewables,MW,,,
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Solar,MW,317.04,93.5,41.83
India,IND,Bihar,BR,state,2024,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Clean,%,0.67,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Fossil,%,99.33,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.19,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Renewables,%,0.67,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Wind and Solar,%,0.48,,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Clean,GWh,407.45,72.18,21.53
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Fossil,GWh,60576.29,3212.18,5.6
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,114.28,-37.74,-24.83
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Renewables,GWh,407.45,72.18,21.53
India,IND,Bihar,BR,state,2024,Electricity generation,Aggregate fuel,Wind and Solar,GWh,293.17,109.92,59.98
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Bioenergy,%,0.17,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Coal,%,99.33,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Hydro,%,0.02,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Solar,%,0.48,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Bioenergy,GWh,101.95,-41.83,-29.09
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Coal,GWh,60576.29,3212.18,5.6
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Hydro,GWh,12.33,4.09,49.64
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Solar,GWh,293.17,109.92,59.98
India,IND,Bihar,BR,state,2024,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2024,Electricity generation,Total,Total Generation,GWh,60983.74,3284.36,5.69
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Clean,%,37.82,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Fossil,%,49672.56,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,23.75,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Renewables,%,37.82,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Wind and Solar,%,14.07,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Clean,ktCO2,37.82,-4.25,-10.1
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Fossil,ktCO2,49672.56,2633.99,5.6
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,23.75,-9.52,-28.61
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Renewables,ktCO2,37.82,-4.25,-10.1
India,IND,Bihar,BR,state,2024,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,14.07,5.27,59.89
India,IND,Bihar,BR,state,2024,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,815.14,-0.82,-0.1
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Bioenergy,%,23.45,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Coal,%,49672.56,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Hydro,%,0.3,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Solar,%,14.07,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Bioenergy,ktCO2,23.45,-9.62,-29.09
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Coal,ktCO2,49672.56,2633.99,5.6
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Hydro,ktCO2,0.3,0.1,50.0
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Solar,ktCO2,14.07,5.27,59.89
India,IND,Bihar,BR,state,2024,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2024,Power sector emissions,Total,Total emissions,ktCO2,49710.38,2629.74,5.59
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,Clean,MW,528.43,,
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,Fossil,MW,5971.59,,
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,Gas and Other Fossil,MW,431.59,,
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,279.16,,
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,Renewables,MW,528.43,,
India,IND,Haryana,HR,state,2019,Capacity,Aggregate fuel,Wind and Solar,MW,249.27,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Bioenergy,MW,205.66,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Coal,MW,5540.0,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Gas,MW,431.59,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Hydro,MW,73.5,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Nuclear,MW,0.0,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Other Fossil,MW,0.0,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Other Renewables,MW,0.0,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Solar,MW,249.27,,
India,IND,Haryana,HR,state,2019,Capacity,Fuel,Wind,MW,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Clean,%,3.55,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Fossil,%,96.46,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,3.23,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,2.98,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Renewables,%,3.55,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Wind and Solar,%,0.57,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Clean,GWh,712.95,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Fossil,GWh,19380.09,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,648.21,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,597.92,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Renewables,GWh,712.95,,
India,IND,Haryana,HR,state,2019,Electricity generation,Aggregate fuel,Wind and Solar,GWh,115.03,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Bioenergy,%,1.4,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Coal,%,93.23,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Gas,%,3.23,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Hydro,%,1.58,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Solar,%,0.57,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Bioenergy,GWh,281.04,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Coal,GWh,18731.88,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Gas,GWh,648.21,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Hydro,GWh,316.88,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Nuclear,GWh,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Other Fossil,GWh,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Other Renewables,GWh,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Solar,GWh,115.03,,
India,IND,Haryana,HR,state,2019,Electricity generation,Fuel,Wind,GWh,0.0,,
India,IND,Haryana,HR,state,2019,Electricity generation,Total,Total Generation,GWh,20093.04,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Clean,%,77.77,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Fossil,%,15677.76,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,317.62,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.25,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Renewables,%,77.77,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,%,5.52,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Clean,ktCO2,77.77,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Fossil,ktCO2,15677.76,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,317.62,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,72.25,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Renewables,ktCO2,77.77,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,5.52,,
India,IND,Haryana,HR,state,2019,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,784.13,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Bioenergy,%,64.64,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Coal,%,15360.14,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Gas,%,317.62,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Hydro,%,7.61,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Solar,%,5.52,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Bioenergy,ktCO2,64.64,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Coal,ktCO2,15360.14,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Gas,ktCO2,317.62,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Hydro,ktCO2,7.61,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Solar,ktCO2,5.52,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Fuel,Wind,ktCO2,0.0,,
India,IND,Haryana,HR,state,2019,Power sector emissions,Total,Total emissions,ktCO2,15755.53,,
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,Clean,MW,547.78,19.35,3.66
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,Fossil,MW,5761.59,-210.0,-3.52
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,Gas and Other Fossil,MW,431.59,0.0,0.0
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,285.36,6.2,2.22
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,Renewables,MW,547.78,19.35,3.66
India,IND,Haryana,HR,state,2020,Capacity,Aggregate fuel,Wind and Solar,MW,262.42,13.15,5.28
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Bioenergy,MW,211.86,6.2,3.01
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Coal,MW,5330.0,-210.0,-3.79
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Gas,MW,431.59,0.0,0.0
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Hydro,MW,73.5,0.0,0.0
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Other Renewables,MW,0.0,0.0,
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Solar,MW,262.42,13.15,5.28
India,IND,Haryana,HR,state,2020,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Clean,%,5.43,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Fossil,%,94.58,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.36,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,4.73,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Renewables,%,5.43,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,%,0.7,,
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Clean,GWh,723.76,10.81,1.52
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Fossil,GWh,12623.67,-6756.42,-34.86
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,848.55,200.34,30.91
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,630.25,32.33,5.41
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Renewables,GWh,723.76,10.81,1.52
India,IND,Haryana,HR,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,GWh,93.51,-21.52,-18.71
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Bioenergy,%,2.25,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Coal,%,88.22,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Gas,%,6.36,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Hydro,%,2.48,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Solar,%,0.7,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Bioenergy,GWh,299.71,18.67,6.64
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Coal,GWh,11775.12,-6956.76,-37.14
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Gas,GWh,848.55,200.34,30.91
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Hydro,GWh,330.54,13.66,4.31
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Solar,GWh,93.51,-21.52,-18.71
India,IND,Haryana,HR,state,2020,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2020,Electricity generation,Total,Total Generation,GWh,13347.43,-6745.61,-33.57
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Clean,%,81.35,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Fossil,%,10071.39,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,415.79,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,76.86,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Renewables,%,81.35,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,%,4.49,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Clean,ktCO2,81.35,3.58,4.6
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Fossil,ktCO2,10071.39,-5606.37,-35.76
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,415.79,98.17,30.91
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,76.86,4.61,6.38
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Renewables,ktCO2,81.35,3.58,4.6
India,IND,Haryana,HR,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,4.49,-1.03,-18.66
India,IND,Haryana,HR,state,2020,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,760.65,-23.48,-2.99
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Bioenergy,%,68.93,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Coal,%,9655.6,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Gas,%,415.79,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Hydro,%,7.93,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Solar,%,4.49,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Bioenergy,ktCO2,68.93,4.29,6.64
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Coal,ktCO2,9655.6,-5704.54,-37.14
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Gas,ktCO2,415.79,98.17,30.91
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Hydro,ktCO2,7.93,0.32,4.2
India,IND,Haryana,HR,state,2020,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
